ID,Year,Date,Stage,clean_stage,home_or_away,Team,Goals,penalty_winner,goals_against,match_win,penalty_win,win
738,2010,2010-06-21,Group stage,1,Home,Portugal,7,,0,1,0,1
739,2010,2010-06-21,Group stage,1,Away,Switzerland,0,,1,0,0,0
739,2010,2010-06-21,Group stage,1,Home,Chile,1,,0,1,0,1
740,2010,2010-06-21,Group stage,1,Away,Honduras,0,,2,0,0,0
740,2010,2010-06-21,Group stage,1,Home,Spain,2,,0,1,0,1
741,2010,2010-06-22,Group stage,1,Away,Uruguay,1,,0,1,0,1
741,2010,2010-06-22,Group stage,1,Home,Mexico,0,,1,0,0,0
742,2010,2010-06-22,Group stage,1,Away,France,1,,2,0,0,0
742,2010,2010-06-22,Group stage,1,Home,South Africa,2,,1,1,0,1
743,2010,2010-06-22,Group stage,1,Away,South Korea,2,,2,0,0,0
743,2010,2010-06-22,Group stage,1,Home,Nigeria,2,,2,0,0,0
744,2010,2010-06-22,Group stage,1,Away,Argentina,2,,0,1,0,1
744,2010,2010-06-22,Group stage,1,Home,Greece,0,,2,0,0,0
745,2010,2010-06-23,Group stage,1,Away,England,1,,0,1,0,1
745,2010,2010-06-23,Group stage,1,Home,Slovenia,0,,1,0,0,0
746,2010,2010-06-23,Group stage,1,Away,Algeria,0,,1,0,0,0
746,2010,2010-06-23,Group stage,1,Home,United States,1,,0,1,0,1
747,2010,2010-06-23,Group stage,1,Away,Germany,1,,0,1,0,1
747,2010,2010-06-23,Group stage,1,Home,Ghana,0,,1,0,0,0
748,2010,2010-06-23,Group stage,1,Away,Serbia,1,,2,0,0,0
748,2010,2010-06-23,Group stage,1,Home,Australia,2,,1,1,0,1
749,2010,2010-06-24,Group stage,1,Away,Italy,2,,3,0,0,0
749,2010,2010-06-24,Group stage,1,Home,Slovakia,3,,2,1,0,1
750,2010,2010-06-24,Group stage,1,Away,New Zealand,0,,0,0,0,0
750,2010,2010-06-24,Group stage,1,Home,Paraguay,0,,0,0,0,0
751,2010,2010-06-24,Group stage,1,Away,Japan,3,,1,1,0,1
751,2010,2010-06-24,Group stage,1,Home,Denmark,1,,3,0,0,0
752,2010,2010-06-24,Group stage,1,Away,Netherlands,2,,1,1,0,1
752,2010,2010-06-24,Group stage,1,Home,Cameroon,1,,2,0,0,0
753,2010,2010-06-25,Group stage,1,Away,Brazil,0,,0,0,0,0
753,2010,2010-06-25,Group stage,1,Home,Portugal,0,,0,0,0,0
754,2010,2010-06-25,Group stage,1,Away,Ivory Coast,3,,0,1,0,1
754,2010,2010-06-25,Group stage,1,Home,North Korea,0,,3,0,0,0
755,2010,2010-06-25,Group stage,1,Away,Spain,2,,1,1,0,1
755,2010,2010-06-25,Group stage,1,Home,Chile,1,,2,0,0,0
756,2010,2010-06-25,Group stage,1,Away,Honduras,0,,0,0,0,0
756,2010,2010-06-25,Group stage,1,Home,Switzerland,0,,0,0,0,0
836,2014,2014-07-13,Final,6,Away,Argentina,0,,1,0,0,0
836,2014,2014-07-13,Final,6,Home,Germany,1,,0,1,0,1
835,2014,2014-07-12,Third place,5,Away,Netherlands,3,,0,1,0,1
835,2014,2014-07-12,Third place,5,Home,Brazil,0,,3,0,0,0
833,2014,2014-07-08,Semi-finals,4,Away,Germany,7,,1,1,0,1
833,2014,2014-07-08,Semi-finals,4,Home,Brazil,1,,7,0,0,0
834,2014,2014-07-09,Semi-finals,4,Away,Argentina,0,Argentina,0,0,1,1
834,2014,2014-07-09,Semi-finals,4,Home,Netherlands,0,Argentina,0,0,0,0
829,2014,2014-07-04,Quarter-finals,3,Away,Germany,1,,0,1,0,1
829,2014,2014-07-04,Quarter-finals,3,Home,France,0,,1,0,0,0
830,2014,2014-07-04,Quarter-finals,3,Away,Colombia,1,,2,0,0,0
830,2014,2014-07-04,Quarter-finals,3,Home,Brazil,2,,1,1,0,1
831,2014,2014-07-05,Quarter-finals,3,Away,Belgium,0,,1,0,0,0
831,2014,2014-07-05,Quarter-finals,3,Home,Argentina,1,,0,1,0,1
832,2014,2014-07-05,Quarter-finals,3,Away,Costa Rica,0,Netherlands,0,0,0,0
832,2014,2014-07-05,Quarter-finals,3,Home,Netherlands,0,Netherlands,0,0,1,1
821,2014,2014-06-28,Round of 16,2,Away,Chile,1,Brazil,1,0,0,0
821,2014,2014-06-28,Round of 16,2,Home,Brazil,1,Brazil,1,0,1,1
822,2014,2014-06-28,Round of 16,2,Away,Uruguay,0,,2,0,0,0
822,2014,2014-06-28,Round of 16,2,Home,Colombia,2,,0,1,0,1
823,2014,2014-06-29,Round of 16,2,Away,Mexico,1,,2,0,0,0
823,2014,2014-06-29,Round of 16,2,Home,Netherlands,2,,1,1,0,1
824,2014,2014-06-29,Round of 16,2,Away,Greece,1,Costa,1,0,0,0
824,2014,2014-06-29,Round of 16,2,Home,Costa Rica,1,Costa,1,0,0,0
825,2014,2014-06-30,Round of 16,2,Away,Nigeria,0,,2,0,0,0
825,2014,2014-06-30,Round of 16,2,Home,France,2,,0,1,0,1
826,2014,2014-06-30,Round of 16,2,Away,Algeria,1,,2,0,0,0
826,2014,2014-06-30,Round of 16,2,Home,Germany,2,,1,1,0,1
827,2014,2014-07-01,Round of 16,2,Away,Switzerland,0,,1,0,0,0
827,2014,2014-07-01,Round of 16,2,Home,Argentina,1,,0,1,0,1
828,2014,2014-07-01,Round of 16,2,Away,United States,1,,2,0,0,0
828,2014,2014-07-01,Round of 16,2,Home,Belgium,2,,1,1,0,1
773,2014,2014-06-12,Group stage,1,Away,Croatia,1,,3,0,0,0
773,2014,2014-06-12,Group stage,1,Home,Brazil,3,,1,1,0,1
774,2014,2014-06-13,Group stage,1,Away,Cameroon,0,,1,0,0,0
774,2014,2014-06-13,Group stage,1,Home,Mexico,1,,0,1,0,1
775,2014,2014-06-13,Group stage,1,Away,Netherlands,5,,1,1,0,1
775,2014,2014-06-13,Group stage,1,Home,Spain,1,,5,0,0,0
776,2014,2014-06-13,Group stage,1,Away,Australia,1,,3,0,0,0
776,2014,2014-06-13,Group stage,1,Home,Chile,3,,1,1,0,1
777,2014,2014-06-14,Group stage,1,Away,Greece,0,,3,0,0,0
777,2014,2014-06-14,Group stage,1,Home,Colombia,3,,0,1,0,1
778,2014,2014-06-14,Group stage,1,Away,Costa Rica,3,,1,1,0,1
778,2014,2014-06-14,Group stage,1,Home,Uruguay,1,,3,0,0,0
779,2014,2014-06-14,Group stage,1,Away,Italy,2,,1,1,0,1
779,2014,2014-06-14,Group stage,1,Home,England,1,,2,0,0,0
780,2014,2014-06-14,Group stage,1,Away,Japan,1,,2,0,0,0
780,2014,2014-06-14,Group stage,1,Home,Ivory Coast,2,,1,1,0,1
781,2014,2014-06-15,Group stage,1,Away,Ecuador,1,,2,0,0,0
781,2014,2014-06-15,Group stage,1,Home,Switzerland,2,,1,1,0,1
782,2014,2014-06-15,Group stage,1,Away,Honduras,0,,3,0,0,0
782,2014,2014-06-15,Group stage,1,Home,France,3,,0,1,0,1
783,2014,2014-06-15,Group stage,1,Away,Bosnia and Herzegovina,1,,2,0,0,0
783,2014,2014-06-15,Group stage,1,Home,Argentina,2,,1,1,0,1
784,2014,2014-06-16,Group stage,1,Away,Portugal,0,,4,0,0,0
784,2014,2014-06-16,Group stage,1,Home,Germany,4,,0,1,0,1
785,2014,2014-06-16,Group stage,1,Away,Nigeria,0,,0,0,0,0
785,2014,2014-06-16,Group stage,1,Home,Iran,0,,0,0,0,0
786,2014,2014-06-16,Group stage,1,Away,United States,2,,1,1,0,1
786,2014,2014-06-16,Group stage,1,Home,Ghana,1,,2,0,0,0
787,2014,2014-06-17,Group stage,1,Away,Algeria,1,,2,0,0,0
787,2014,2014-06-17,Group stage,1,Home,Belgium,2,,1,1,0,1
788,2014,2014-06-17,Group stage,1,Away,Mexico,0,,0,0,0,0
788,2014,2014-06-17,Group stage,1,Home,Brazil,0,,0,0,0,0
789,2014,2014-06-17,Group stage,1,Away,South Korea,1,,1,0,0,0
789,2014,2014-06-17,Group stage,1,Home,Russia,1,,1,0,0,0
790,2014,2014-06-18,Group stage,1,Away,Netherlands,3,,2,1,0,1
790,2014,2014-06-18,Group stage,1,Home,Australia,2,,3,0,0,0
791,2014,2014-06-18,Group stage,1,Away,Chile,2,,0,1,0,1
791,2014,2014-06-18,Group stage,1,Home,Spain,0,,2,0,0,0
792,2014,2014-06-18,Group stage,1,Away,Croatia,4,,0,1,0,1
792,2014,2014-06-18,Group stage,1,Home,Cameroon,0,,4,0,0,0
793,2014,2014-06-19,Group stage,1,Away,Ivory Coast,1,,2,0,0,0
793,2014,2014-06-19,Group stage,1,Home,Colombia,2,,1,1,0,1
794,2014,2014-06-19,Group stage,1,Away,England,1,,2,0,0,0
794,2014,2014-06-19,Group stage,1,Home,Uruguay,2,,1,1,0,1
795,2014,2014-06-19,Group stage,1,Away,Greece,0,,0,0,0,0
795,2014,2014-06-19,Group stage,1,Home,Japan,0,,0,0,0,0
796,2014,2014-06-20,Group stage,1,Away,Costa Rica,1,,0,1,0,1
796,2014,2014-06-20,Group stage,1,Home,Italy,0,,1,0,0,0
797,2014,2014-06-20,Group stage,1,Away,France,5,,2,1,0,1
797,2014,2014-06-20,Group stage,1,Home,Switzerland,2,,5,0,0,0
798,2014,2014-06-20,Group stage,1,Away,Ecuador,2,,1,1,0,1
798,2014,2014-06-20,Group stage,1,Home,Honduras,1,,2,0,0,0
799,2014,2014-06-21,Group stage,1,Away,Iran,0,,1,0,0,0
799,2014,2014-06-21,Group stage,1,Home,Argentina,1,,0,1,0,1
800,2014,2014-06-21,Group stage,1,Away,Ghana,2,,2,0,0,0
800,2014,2014-06-21,Group stage,1,Home,Germany,2,,2,0,0,0
801,2014,2014-06-21,Group stage,1,Away,Bosnia and Herzegovina,0,,1,0,0,0
801,2014,2014-06-21,Group stage,1,Home,Nigeria,1,,0,1,0,1
802,2014,2014-06-22,Group stage,1,Away,Russia,0,,1,0,0,0
802,2014,2014-06-22,Group stage,1,Home,Belgium,1,,0,1,0,1
803,2014,2014-06-22,Group stage,1,Away,Algeria,4,,2,1,0,1
803,2014,2014-06-22,Group stage,1,Home,South Korea,2,,4,0,0,0
804,2014,2014-06-22,Group stage,1,Away,Portugal,2,,2,0,0,0
804,2014,2014-06-22,Group stage,1,Home,United States,2,,2,0,0,0
805,2014,2014-06-23,Group stage,1,Away,Spain,3,,0,1,0,1
805,2014,2014-06-23,Group stage,1,Home,Australia,0,,3,0,0,0
806,2014,2014-06-23,Group stage,1,Away,Chile,0,,2,0,0,0
806,2014,2014-06-23,Group stage,1,Home,Netherlands,2,,0,1,0,1
807,2014,2014-06-23,Group stage,1,Away,Cameroon,1,,4,0,0,0
807,2014,2014-06-23,Group stage,1,Home,Brazil,4,,1,1,0,1
808,2014,2014-06-23,Group stage,1,Away,Mexico,3,,1,1,0,1
808,2014,2014-06-23,Group stage,1,Home,Croatia,1,,3,0,0,0
809,2014,2014-06-24,Group stage,1,Away,Uruguay,1,,0,1,0,1
809,2014,2014-06-24,Group stage,1,Home,Italy,0,,1,0,0,0
810,2014,2014-06-24,Group stage,1,Away,England,0,,0,0,0,0
810,2014,2014-06-24,Group stage,1,Home,Costa Rica,0,,0,0,0,0
811,2014,2014-06-24,Group stage,1,Away,Colombia,4,,1,1,0,1
811,2014,2014-06-24,Group stage,1,Home,Japan,1,,4,0,0,0
812,2014,2014-06-24,Group stage,1,Away,Ivory Coast,1,,2,0,0,0
812,2014,2014-06-24,Group stage,1,Home,Greece,2,,1,1,0,1
813,2014,2014-06-25,Group stage,1,Away,Argentina,3,,2,1,0,1
813,2014,2014-06-25,Group stage,1,Home,Nigeria,2,,3,0,0,0
814,2014,2014-06-25,Group stage,1,Away,Iran,1,,3,0,0,0
814,2014,2014-06-25,Group stage,1,Home,Bosnia and Herzegovina,3,,1,1,0,1
815,2014,2014-06-25,Group stage,1,Away,Switzerland,3,,0,1,0,1
815,2014,2014-06-25,Group stage,1,Home,Honduras,0,,3,0,0,0
816,2014,2014-06-25,Group stage,1,Away,France,0,,0,0,0,0
816,2014,2014-06-25,Group stage,1,Home,Ecuador,0,,0,0,0,0
817,2014,2014-06-26,Group stage,1,Away,Germany,1,,0,1,0,1
817,2014,2014-06-26,Group stage,1,Home,United States,0,,1,0,0,0
818,2014,2014-06-26,Group stage,1,Away,Ghana,1,,2,0,0,0
818,2014,2014-06-26,Group stage,1,Home,Portugal,2,,1,1,0,1
819,2014,2014-06-26,Group stage,1,Away,Belgium,1,,0,1,0,1
819,2014,2014-06-26,Group stage,1,Home,South Korea,0,,1,0,0,0
820,2014,2014-06-26,Group stage,1,Away,Russia,1,,1,0,0,0
820,2014,2014-06-26,Group stage,1,Home,Algeria,1,,1,0,0,0
900,2018,2018-07-15,Final,6,Away,Croatia,2,,4,0,0,0
900,2018,2018-07-15,Final,6,Home,France,4,,2,1,0,1
899,2018,2018-07-14,Third place,5,Away,England,0,,2,0,0,0
899,2018,2018-07-14,Third place,5,Home,Belgium,2,,0,1,0,1
897,2018,2018-07-10,Semi-finals,4,Away,Belgium,0,,1,0,0,0
897,2018,2018-07-10,Semi-finals,4,Home,France,1,,0,1,0,1
898,2018,2018-07-11,Semi-finals,4,Away,England,1,,2,0,0,0
898,2018,2018-07-11,Semi-finals,4,Home,Croatia,2,,1,1,0,1
893,2018,2018-07-06,Quarter-finals,3,Away,France,2,,0,1,0,1
893,2018,2018-07-06,Quarter-finals,3,Home,Uruguay,0,,2,0,0,0
894,2018,2018-07-06,Quarter-finals,3,Away,Belgium,2,,1,1,0,1
894,2018,2018-07-06,Quarter-finals,3,Home,Brazil,1,,2,0,0,0
895,2018,2018-07-07,Quarter-finals,3,Away,England,2,,0,1,0,1
895,2018,2018-07-07,Quarter-finals,3,Home,Sweden,0,,2,0,0,0
896,2018,2018-07-07,Quarter-finals,3,Away,Croatia,2,Croatia,2,0,1,1
896,2018,2018-07-07,Quarter-finals,3,Home,Russia,2,Croatia,2,0,0,0
885,2018,2018-06-30,Round of 16,2,Away,Argentina,3,,4,0,0,0
885,2018,2018-06-30,Round of 16,2,Home,France,4,,3,1,0,1
886,2018,2018-06-30,Round of 16,2,Away,Portugal,1,,2,0,0,0
886,2018,2018-06-30,Round of 16,2,Home,Uruguay,2,,1,1,0,1
887,2018,2018-07-01,Round of 16,2,Away,Spain,1,Russia,1,0,0,0
887,2018,2018-07-01,Round of 16,2,Home,Russia,1,Russia,1,0,1,1
888,2018,2018-07-01,Round of 16,2,Away,Denmark,1,Croatia,1,0,0,0
888,2018,2018-07-01,Round of 16,2,Home,Croatia,1,Croatia,1,0,1,1
889,2018,2018-07-02,Round of 16,2,Away,Mexico,0,,2,0,0,0
889,2018,2018-07-02,Round of 16,2,Home,Brazil,2,,0,1,0,1
890,2018,2018-07-02,Round of 16,2,Away,Japan,2,,3,0,0,0
890,2018,2018-07-02,Round of 16,2,Home,Belgium,3,,2,1,0,1
891,2018,2018-07-03,Round of 16,2,Away,Switzerland,0,,1,0,0,0
891,2018,2018-07-03,Round of 16,2,Home,Sweden,1,,0,1,0,1
892,2018,2018-07-03,Round of 16,2,Away,England,1,England,1,0,1,1
892,2018,2018-07-03,Round of 16,2,Home,Colombia,1,England,1,0,0,0
837,2018,2018-06-14,Group stage,1,Away,Saudi Arabia,0,,5,0,0,0
837,2018,2018-06-14,Group stage,1,Home,Russia,5,,0,1,0,1
838,2018,2018-06-15,Group stage,1,Away,Uruguay,1,,0,1,0,1
838,2018,2018-06-15,Group stage,1,Home,Egypt,0,,1,0,0,0
839,2018,2018-06-15,Group stage,1,Away,Iran,1,,0,1,0,1
839,2018,2018-06-15,Group stage,1,Home,Morocco,0,,1,0,0,0
840,2018,2018-06-15,Group stage,1,Away,Spain,3,,3,0,0,0
840,2018,2018-06-15,Group stage,1,Home,Portugal,3,,3,0,0,0
841,2018,2018-06-16,Group stage,1,Away,Australia,1,,2,0,0,0
841,2018,2018-06-16,Group stage,1,Home,France,2,,1,1,0,1
842,2018,2018-06-16,Group stage,1,Away,Iceland,1,,1,0,0,0
842,2018,2018-06-16,Group stage,1,Home,Argentina,1,,1,0,0,0
843,2018,2018-06-16,Group stage,1,Away,Denmark,1,,0,1,0,1
843,2018,2018-06-16,Group stage,1,Home,Peru,0,,1,0,0,0
844,2018,2018-06-16,Group stage,1,Away,Nigeria,0,,2,0,0,0
844,2018,2018-06-16,Group stage,1,Home,Croatia,2,,0,1,0,1
845,2018,2018-06-17,Group stage,1,Away,Serbia,1,,0,1,0,1
845,2018,2018-06-17,Group stage,1,Home,Costa Rica,0,,1,0,0,0
846,2018,2018-06-17,Group stage,1,Away,Mexico,1,,0,1,0,1
846,2018,2018-06-17,Group stage,1,Home,Germany,0,,1,0,0,0
847,2018,2018-06-17,Group stage,1,Away,Switzerland,1,,1,0,0,0
847,2018,2018-06-17,Group stage,1,Home,Brazil,1,,1,0,0,0
848,2018,2018-06-18,Group stage,1,Away,South Korea,0,,1,0,0,0
848,2018,2018-06-18,Group stage,1,Home,Sweden,1,,0,1,0,1
849,2018,2018-06-18,Group stage,1,Away,Panama,0,,3,0,0,0
849,2018,2018-06-18,Group stage,1,Home,Belgium,3,,0,1,0,1
850,2018,2018-06-18,Group stage,1,Away,England,2,,1,1,0,1
850,2018,2018-06-18,Group stage,1,Home,Tunisia,1,,2,0,0,0
851,2018,2018-06-19,Group stage,1,Away,Japan,2,,1,1,0,1
851,2018,2018-06-19,Group stage,1,Home,Colombia,1,,2,0,0,0
852,2018,2018-06-19,Group stage,1,Away,Senegal,2,,1,1,0,1
852,2018,2018-06-19,Group stage,1,Home,Poland,1,,2,0,0,0
853,2018,2018-06-19,Group stage,1,Away,Egypt,1,,3,0,0,0
853,2018,2018-06-19,Group stage,1,Home,Russia,3,,1,1,0,1
854,2018,2018-06-20,Group stage,1,Away,Morocco,0,,1,0,0,0
854,2018,2018-06-20,Group stage,1,Home,Portugal,1,,0,1,0,1
855,2018,2018-06-20,Group stage,1,Away,Saudi Arabia,0,,1,0,0,0
855,2018,2018-06-20,Group stage,1,Home,Uruguay,1,,0,1,0,1
856,2018,2018-06-20,Group stage,1,Away,Spain,1,,0,1,0,1
856,2018,2018-06-20,Group stage,1,Home,Iran,0,,1,0,0,0
857,2018,2018-06-21,Group stage,1,Away,Australia,1,,1,0,0,0
857,2018,2018-06-21,Group stage,1,Home,Denmark,1,,1,0,0,0
858,2018,2018-06-21,Group stage,1,Away,Peru,0,,1,0,0,0
858,2018,2018-06-21,Group stage,1,Home,France,1,,0,1,0,1
859,2018,2018-06-21,Group stage,1,Away,Croatia,3,,0,1,0,1
859,2018,2018-06-21,Group stage,1,Home,Argentina,0,,3,0,0,0
860,2018,2018-06-22,Group stage,1,Away,Costa Rica,0,,2,0,0,0
860,2018,2018-06-22,Group stage,1,Home,Brazil,2,,0,1,0,1
861,2018,2018-06-22,Group stage,1,Away,Iceland,0,,2,0,0,0
861,2018,2018-06-22,Group stage,1,Home,Nigeria,2,,0,1,0,1
862,2018,2018-06-22,Group stage,1,Away,Switzerland,2,,1,1,0,1
862,2018,2018-06-22,Group stage,1,Home,Serbia,1,,2,0,0,0
863,2018,2018-06-23,Group stage,1,Away,Tunisia,2,,5,0,0,0
863,2018,2018-06-23,Group stage,1,Home,Belgium,5,,2,1,0,1
864,2018,2018-06-23,Group stage,1,Away,Mexico,2,,1,1,0,1
864,2018,2018-06-23,Group stage,1,Home,South Korea,1,,2,0,0,0
865,2018,2018-06-23,Group stage,1,Away,Sweden,1,,2,0,0,0
865,2018,2018-06-23,Group stage,1,Home,Germany,2,,1,1,0,1
866,2018,2018-06-24,Group stage,1,Away,Panama,1,,6,0,0,0
866,2018,2018-06-24,Group stage,1,Home,England,6,,1,1,0,1
867,2018,2018-06-24,Group stage,1,Away,Senegal,2,,2,0,0,0
867,2018,2018-06-24,Group stage,1,Home,Japan,2,,2,0,0,0
868,2018,2018-06-24,Group stage,1,Away,Colombia,3,,0,1,0,1
868,2018,2018-06-24,Group stage,1,Home,Poland,0,,3,0,0,0
869,2018,2018-06-25,Group stage,1,Away,Uruguay,3,,0,1,0,1
869,2018,2018-06-25,Group stage,1,Home,Russia,0,,3,0,0,0
870,2018,2018-06-25,Group stage,1,Away,Egypt,1,,2,0,0,0
870,2018,2018-06-25,Group stage,1,Home,Saudi Arabia,2,,1,1,0,1
871,2018,2018-06-25,Group stage,1,Away,Morocco,2,,2,0,0,0
871,2018,2018-06-25,Group stage,1,Home,Spain,2,,2,0,0,0
872,2018,2018-06-25,Group stage,1,Away,Portugal,1,,1,0,0,0
872,2018,2018-06-25,Group stage,1,Home,Iran,1,,1,0,0,0
873,2018,2018-06-26,Group stage,1,Away,Peru,2,,0,1,0,1
873,2018,2018-06-26,Group stage,1,Home,Australia,0,,2,0,0,0
874,2018,2018-06-26,Group stage,1,Away,France,0,,0,0,0,0
874,2018,2018-06-26,Group stage,1,Home,Denmark,0,,0,0,0,0
875,2018,2018-06-26,Group stage,1,Away,Argentina,2,,1,1,0,1
875,2018,2018-06-26,Group stage,1,Home,Nigeria,1,,2,0,0,0
876,2018,2018-06-26,Group stage,1,Away,Croatia,2,,1,1,0,1
876,2018,2018-06-26,Group stage,1,Home,Iceland,1,,2,0,0,0
877,2018,2018-06-27,Group stage,1,Away,Germany,0,,2,0,0,0
877,2018,2018-06-27,Group stage,1,Home,South Korea,2,,0,1,0,1
878,2018,2018-06-27,Group stage,1,Away,Sweden,3,,0,1,0,1
878,2018,2018-06-27,Group stage,1,Home,Mexico,0,,3,0,0,0
879,2018,2018-06-27,Group stage,1,Away,Brazil,2,,0,1,0,1
879,2018,2018-06-27,Group stage,1,Home,Serbia,0,,2,0,0,0
880,2018,2018-06-27,Group stage,1,Away,Costa Rica,2,,2,0,0,0
880,2018,2018-06-27,Group stage,1,Home,Switzerland,2,,2,0,0,0
881,2018,2018-06-28,Group stage,1,Away,Poland,1,,0,1,0,1
881,2018,2018-06-28,Group stage,1,Home,Japan,0,,1,0,0,0
882,2018,2018-06-28,Group stage,1,Away,Colombia,1,,0,1,0,1
882,2018,2018-06-28,Group stage,1,Home,Senegal,0,,1,0,0,0
883,2018,2018-06-28,Group stage,1,Away,Tunisia,2,,1,1,0,1
883,2018,2018-06-28,Group stage,1,Home,Panama,1,,2,0,0,0
884,2018,2018-06-28,Group stage,1,Away,Belgium,1,,0,1,0,1
884,2018,2018-06-28,Group stage,1,Home,England,0,,1,0,0,0
